time_ms,heading_deg,roll_deg,pitch_deg,pos_x_m,pos_y_m,pos_z_m
4000,3.13,0.72,5.52,0.410,0.004,0.050
4100,3.25,13.10,3.48,0.420,0.005,0.060
4200,3.64,15.03,-1.74,0.430,0.005,0.044
4300,3.87,4.45,-5.29,0.440,0.006,0.044
4400,4.10,-9.11,-3.12,0.450,0.007,0.060
4500,4.32,-15.82,-0.58,0.460,0.007,0.050
4600,4.65,-9.43,4.12,0.470,0.008,0.040
4700,4.83,5.06,5.26,0.480,0.009,0.056
4800,5.14,13.76,1.26,0.490,0.010,0.056
4900,5.35,12.46,-2.30,0.500,0.011,0.040
5000,5.57,0.13,-5.99,0.510,0.012,0.050
5100,5.73,-11.81,-3.22,0.520,0.013,0.060
5200,6.16,-14.21,1.04,0.529,0.014,0.044
5300,6.47,-5.61,4.52,0.539,0.015,0.044
5400,6.86,8.28,3.82,0.549,0.016,0.060
5500,7.25,15.10,-0.80,0.559,0.018,0.050
5600,7.65,7.88,-4.90,0.569,0.019,0.040
5700,8.09,-3.74,-4.06,0.579,0.020,0.056
5800,8.52,-14.37,-0.63,0.589,0.022,0.056
5900,8.96,-12.45,2.74,0.599,0.023,0.040
6000,9.26,0.76,4.70,0.609,0.025,0.050
6100,9.42,13.09,2.42,0.619,0.027,0.060
6200,9.60,13.88,-2.05,0.628,0.028,0.044
6300,9.83,5.14,-4.76,0.638,0.030,0.044
6400,9.93,-9.34,-3.25,0.648,0.032,0.060
6500,10.20,-14.75,0.75,0.658,0.033,0.050
6600,10.57,-9.81,4.35,0.668,0.035,0.040
6700,10.92,4.11,4.10,0.678,0.037,0.056
6800,11.19,13.50,0.68,0.687,0.039,0.056
6900,11.47,11.75,-2.05,0.697,0.041,0.040
7000,11.65,0.24,-4.28,0.707,0.043,0.050
7100,12.01,-11.68,-2.53,0.717,0.045,0.060
7200,12.48,-14.08,1.70,0.727,0.047,0.044
7300,12.74,-3.77,4.37,0.736,0.050,0.044
7400,12.88,8.15,3.39,0.746,0.052,0.060
7500,13.06,14.78,-1.00,0.756,0.054,0.050
7600,13.47,8.59,-3.16,0.766,0.056,0.040
7700,13.69,-4.95,-5.09,0.775,0.059,0.056
7800,14.13,-14.36,-2.32,0.785,0.061,0.056
7900,14.42,-12.36,2.72,0.795,0.064,0.040
8000,14.85,-0.02,4.74,0.804,0.066,0.050
8100,15.03,11.75,3.09,0.814,0.069,0.060
8200,15.53,13.27,-1.73,0.824,0.072,0.044
8300,15.80,5.39,-4.27,0.833,0.074,0.044
8400,16.32,-8.92,-4.77,0.843,0.077,0.060
8500,16.64,-15.18,-0.60,0.852,0.080,0.050
8600,16.85,-7.93,3.31,0.862,0.083,0.040
8700,17.43,4.78,4.69,0.872,0.086,0.056
8800,17.94,14.62,1.17,0.881,0.089,0.056
8900,18.16,11.85,-3.94,0.891,0.092,0.040
9000,18.36,-0.90,-4.97,0.900,0.095,0.050
9100,18.60,-11.83,-2.24,0.909,0.098,0.060
9200,19.12,-13.92,2.22,0.919,0.102,0.044
9300,19.35,-3.68,4.68,0.928,0.105,0.044
9400,19.64,7.90,4.19,0.938,0.108,0.060
9500,20.05,14.98,-0.46,0.947,0.112,0.050
9600,20.52,8.89,-3.15,0.957,0.115,0.040
9700,20.80,-5.15,-5.23,0.966,0.119,0.056
9800,21.09,-14.87,-1.27,0.975,0.122,0.056
9900,21.62,-11.50,2.89,0.985,0.126,0.040
10000,21.98,0.04,4.54,0.994,0.130,0.050
10100,22.50,12.83,2.66,1.003,0.134,0.060
10200,22.78,13.58,-1.19,1.012,0.138,0.044
10300,23.07,3.94,-4.85,1.021,0.141,0.044
10400,23.46,-8.61,-3.34,1.031,0.145,0.060
10500,23.85,-14.60,0.82,1.040,0.149,0.050
10600,24.28,-8.14,4.76,1.049,0.154,0.040
10700,24.83,4.05,5.30,1.058,0.158,0.056
10800,25.37,14.06,2.37,1.067,0.162,0.056
10900,25.77,12.33,-2.01,1.076,0.166,0.040
11000,26.26,-0.99,-4.66,1.085,0.171,0.050
11100,26.88,-12.99,-2.11,1.094,0.175,0.060
11200,27.20,-14.36,1.66,1.103,0.180,0.044
11300,27.71,-5.50,4.50,1.112,0.185,0.044
11400,28.05,9.54,4.89,1.120,0.189,0.060
11500,28.62,15.94,0.22,1.129,0.194,0.050
11600,29.19,8.11,-4.25,1.138,0.199,0.040
11700,29.72,-5.28,-4.89,1.147,0.204,0.056
11800,30.31,-14.67,-2.07,1.155,0.209,0.056
11900,30.92,-11.59,3.09,1.164,0.214,0.040
12000,31.24,0.10,5.16,1.172,0.219,0.050
12100,31.58,12.99,3.62,1.181,0.225,0.060
12200,31.92,14.82,-0.83,1.189,0.230,0.044
12300,32.57,5.44,-5.73,1.198,0.235,0.044
12400,33.04,-9.30,-4.00,1.206,0.241,0.060
12500,33.52,-15.70,0.62,1.215,0.246,0.050
12600,33.93,-9.16,3.40,1.223,0.252,0.040
12700,34.37,4.18,5.75,1.231,0.257,0.056
12800,34.78,14.64,2.01,1.239,0.263,0.056
12900,35.36,12.57,-3.52,1.248,0.269,0.040
13000,35.87,0.01,-5.85,1.256,0.275,0.050
13100,36.44,-13.13,-3.14,1.264,0.281,0.060
13200,37.05,-15.09,2.49,1.272,0.287,0.044
13300,37.37,-4.93,3.85,1.280,0.293,0.044
13400,37.93,8.87,4.18,1.287,0.299,0.060
13500,38.34,15.33,-0.06,1.295,0.305,0.050
13600,38.71,8.75,-4.85,1.303,0.311,0.040
13700,39.12,-4.44,-3.86,1.311,0.318,0.056
13800,39.69,-15.02,-0.67,1.319,0.324,0.056
13900,40.36,-12.55,2.84,1.326,0.331,0.040
14000,40.87,-0.10,5.27,1.334,0.337,0.050
14100,41.52,12.18,2.37,1.341,0.344,0.060
14200,42.12,14.56,-1.20,1.349,0.350,0.044
14300,42.56,5.47,-3.90,1.356,0.357,0.044
14400,42.90,-9.77,-3.59,1.363,0.364,0.060
14500,43.55,-14.41,-0.18,1.371,0.371,0.050
14600,44.08,-9.56,3.21,1.378,0.378,0.040
14700,44.69,4.54,3.87,1.385,0.385,0.056
14800,45.20,14.15,2.24,1.392,0.392,0.056
14900,45.84,11.48,-3.36,1.399,0.399,0.040
15000,46.18,0.11,-4.69,1.406,0.406,0.050
15100,46.50,-11.92,-3.78,1.413,0.414,0.060
15200,46.94,-13.86,2.22,1.420,0.421,0.044
15300,47.50,-5.36,5.32,1.426,0.428,0.044
15400,47.86,9.43,3.87,1.433,0.436,0.060
15500,48.36,15.61,0.49,1.440,0.443,0.050
15600,48.73,8.37,-3.33,1.446,0.451,0.040
15700,49.41,-4.99,-5.50,1.453,0.458,0.056
15800,50.07,-14.08,-2.38,1.459,0.466,0.056
15900,50.55,-12.84,2.41,1.466,0.474,0.040
16000,50.96,-0.06,5.33,1.472,0.481,0.050
16100,51.33,12.74,2.77,1.478,0.489,0.060
16200,51.92,14.42,-2.21,1.484,0.497,0.044
16300,52.60,4.12,-5.14,1.490,0.505,0.044
16400,53.29,-7.90,-3.36,1.496,0.513,0.060
16500,53.82,-14.02,-0.90,1.502,0.521,0.050
16600,54.24,-8.82,3.43,1.508,0.529,0.040
16700,54.64,4.43,4.88,1.514,0.537,0.056
16800,55.27,15.23,1.62,1.520,0.546,0.056
16900,55.90,11.76,-2.84,1.525,0.554,0.040
17000,56.48,-0.38,-4.71,1.531,0.562,0.050
17100,57.03,-11.22,-3.51,1.536,0.571,0.060
17200,57.68,-14.63,2.21,1.541,0.579,0.044
17300,58.11,-4.99,5.10,1.547,0.588,0.044
17400,58.69,9.14,3.09,1.552,0.596,0.060
17500,59.34,15.51,-0.25,1.557,0.605,0.050
17600,59.69,8.65,-3.22,1.562,0.613,0.040
17700,60.26,-5.34,-5.05,1.567,0.622,0.056
17800,60.72,-14.88,-1.49,1.572,0.631,0.056
17900,61.12,-11.32,1.96,1.577,0.640,0.040
18000,61.46,-0.95,5.03,1.582,0.648,0.050
18100,62.04,13.13,3.92,1.586,0.657,0.060
18200,62.68,13.79,-0.95,1.591,0.666,0.044
18300,63.15,4.46,-4.00,1.595,0.675,0.044
18400,63.76,-8.36,-3.28,1.600,0.684,0.060
18500,64.27,-14.17,-0.43,1.604,0.693,0.050
18600,64.86,-8.91,4.04,1.608,0.702,0.040
18700,65.46,4.78,5.72,1.612,0.711,0.056
18800,66.04,15.16,1.29,1.617,0.720,0.056
18900,66.45,12.15,-2.07,1.621,0.729,0.040
19000,67.02,-0.47,-4.34,1.624,0.739,0.050
19100,67.67,-11.43,-2.90,1.628,0.748,0.060
19200,67.96,-13.47,2.26,1.632,0.757,0.044
19300,68.56,-4.81,5.43,1.636,0.766,0.044
19400,69.06,9.57,3.20,1.639,0.776,0.060
19500,69.56,15.80,0.30,1.643,0.785,0.050
19600,70.09,8.19,-4.72,1.646,0.795,0.040
19700,70.39,-5.07,-5.32,1.649,0.804,0.056
19800,70.91,-14.58,-2.17,1.653,0.813,0.056
19900,71.31,-11.33,2.13,1.656,0.823,0.040
20000,71.77,0.39,4.85,1.659,0.832,0.050
20100,72.33,12.60,2.10,1.662,0.842,0.060
20200,72.58,15.01,-1.66,1.665,0.851,0.044
20300,73.01,5.36,-4.74,1.668,0.861,0.044
20400,73.54,-8.25,-4.31,1.671,0.871,0.060
20500,74.17,-14.92,0.96,1.674,0.880,0.050
20600,74.45,-9.77,3.86,1.676,0.890,0.040
20700,74.94,5.44,4.46,1.679,0.900,0.056
20800,75.33,14.97,1.96,1.681,0.909,0.056
20900,75.61,12.17,-3.44,1.684,0.919,0.040
21000,75.93,-0.64,-4.48,1.686,0.929,0.050
21100,76.52,-11.36,-2.51,1.689,0.938,0.060
21200,76.87,-15.02,1.60,1.691,0.948,0.044
21300,77.31,-4.45,4.86,1.693,0.958,0.044
21400,77.82,9.00,4.30,1.695,0.968,0.060
21500,78.26,14.50,0.85,1.697,0.977,0.050
21600,78.64,8.16,-3.95,1.699,0.987,0.040
21700,79.01,-5.17,-4.19,1.701,0.997,0.056
21800,79.40,-14.89,-0.84,1.703,1.007,0.056
21900,79.99,-13.13,3.23,1.705,1.017,0.040
22000,80.38,-0.38,5.26,1.706,1.027,0.050
22100,80.79,12.71,2.39,1.708,1.036,0.060
22200,81.28,14.80,-2.30,1.710,1.046,0.044
22300,81.79,4.58,-4.11,1.711,1.056,0.044
22400,82.30,-8.48,-4.34,1.712,1.066,0.060
22500,82.69,-15.09,-0.83,1.714,1.076,0.050
22600,83.05,-8.13,4.03,1.715,1.086,0.040
22700,83.40,4.90,5.44,1.716,1.096,0.056
22800,83.95,13.93,0.98,1.717,1.106,0.056
22900,84.39,12.60,-3.24,1.718,1.116,0.040
23000,84.65,-0.12,-5.26,1.719,1.126,0.050
23100,84.92,-13.10,-2.35,1.720,1.136,0.060
23200,85.39,-13.65,1.20,1.721,1.146,0.044
23300,85.80,-3.96,5.40,1.721,1.156,0.044
23400,86.02,8.24,4.37,1.722,1.166,0.060
23500,86.52,15.26,-0.81,1.723,1.176,0.050
23600,86.76,8.18,-3.30,1.723,1.186,0.040
23700,87.13,-5.39,-3.86,1.724,1.196,0.056
23800,87.45,-13.67,-1.13,1.724,1.206,0.056
23900,87.76,-13.13,3.51,1.724,1.216,0.040
24000,88.07,-0.29,4.99,1.725,1.226,0.050
24100,88.59,11.36,2.47,1.725,1.236,0.060
24200,88.82,14.02,-1.64,1.725,1.246,0.044
24300,89.11,4.66,-5.48,1.725,1.256,0.044
24400,89.33,-9.81,-3.11,1.726,1.266,0.060
24500,89.59,-15.61,-0.33,1.726,1.276,0.050
24600,90.08,-9.08,3.06,1.726,1.286,0.040
24700,90.47,4.02,4.43,1.726,1.296,0.056
24800,90.80,13.99,1.43,1.725,1.306,0.056
24900,90.93,11.37,-3.83,1.725,1.316,0.040
25000,91.03,0.53,-5.46,1.725,1.326,0.050
25100,91.20,-12.29,-2.87,1.725,1.336,0.060
25200,91.31,-13.66,1.48,1.725,1.346,0.044
25300,91.41,-4.23,3.77,1.724,1.356,0.044
25400,91.85,9.56,3.74,1.724,1.366,0.060
25500,92.32,15.72,0.81,1.724,1.375,0.050
25600,92.41,9.70,-3.61,1.723,1.385,0.040
25700,92.77,-4.47,-5.13,1.723,1.395,0.056
25800,93.22,-14.06,-1.64,1.722,1.405,0.056
25900,93.29,-12.50,3.64,1.722,1.415,0.040
26000,93.67,-0.62,5.65,1.721,1.425,0.050
26100,93.97,11.66,2.04,1.720,1.435,0.060
26200,94.20,13.32,-1.09,1.720,1.445,0.044
26300,94.39,3.87,-3.80,1.719,1.455,0.044
26400,94.68,-8.00,-3.32,1.718,1.465,0.060
26500,94.97,-14.45,-0.09,1.717,1.475,0.050
26600,95.16,-9.13,4.22,1.716,1.485,0.040
26700,95.40,4.76,5.37,1.715,1.495,0.056
26800,95.61,13.90,1.50,1.714,1.505,0.056
26900,95.71,12.70,-2.60,1.713,1.515,0.040
27000,95.77,0.65,-4.18,1.712,1.525,0.050
27100,96.06,-12.60,-3.48,1.711,1.535,0.060
27200,96.36,-14.01,2.07,1.710,1.545,0.044
27300,96.59,-5.41,4.67,1.709,1.555,0.044
27400,96.73,9.18,3.99,1.708,1.565,0.060
27500,96.85,15.17,-0.08,1.707,1.575,0.050
27600,96.85,8.35,-4.19,1.705,1.585,0.040
27700,96.95,-4.97,-4.20,1.704,1.595,0.056
27800,97.02,-13.42,-1.99,1.703,1.604,0.056
27900,97.02,-12.46,2.06,1.702,1.614,0.040
28000,97.15,-0.38,5.13,1.701,1.624,0.050
28100,97.44,13.02,2.64,1.699,1.634,0.060
28200,97.57,13.74,-2.37,1.698,1.644,0.044
28300,97.89,4.37,-4.14,1.697,1.654,0.044
28400,98.19,-8.59,-4.47,1.695,1.664,0.060
28500,98.29,-15.00,0.09,1.694,1.674,0.050
28600,98.46,-8.13,4.33,1.692,1.684,0.040
28700,98.71,4.50,4.36,1.691,1.694,0.056
28800,98.79,13.33,2.39,1.689,1.704,0.056
28900,98.77,11.93,-2.95,1.688,1.713,0.040
29000,99.01,-0.86,-4.08,1.686,1.723,0.050
29100,99.24,-12.64,-3.60,1.684,1.733,0.060
29200,99.54,-15.15,1.20,1.683,1.743,0.044
29300,99.54,-3.91,4.02,1.681,1.753,0.044
29400,99.78,8.81,3.27,1.679,1.763,0.060
29500,99.91,14.57,0.78,1.678,1.773,0.050
29600,100.11,8.46,-3.25,1.676,1.782,0.040
29700,100.12,-4.10,-4.99,1.674,1.792,0.056
29800,100.33,-13.50,-2.50,1.672,1.802,0.056
29900,100.25,-11.83,2.02,1.671,1.812,0.040
30000,100.38,0.04,5.94,1.669,1.822,0.050
30100,100.58,12.91,2.71,1.667,1.832,0.060
30200,100.51,14.78,-1.60,1.665,1.841,0.044
30300,100.74,5.18,-3.80,1.663,1.851,0.044
30400,100.94,-8.51,-3.08,1.661,1.861,0.060
30500,101.03,-14.58,-0.60,1.659,1.871,0.050
30600,100.88,-9.16,3.98,1.658,1.881,0.040
30700,101.10,5.10,5.69,1.656,1.891,0.056
30800,101.19,14.15,1.70,1.654,1.900,0.056
30900,101.04,12.64,-1.95,1.652,1.910,0.040
31000,101.07,0.44,-4.30,1.650,1.920,0.050
31100,101.27,-12.29,-3.35,1.648,1.930,0.060
31200,101.13,-13.61,1.82,1.646,1.940,0.044
31300,101.21,-5.15,4.34,1.644,1.949,0.044
31400,101.31,9.27,4.44,1.642,1.959,0.060
31500,101.28,14.43,0.67,1.640,1.969,0.050
31600,101.37,9.08,-4.68,1.638,1.979,0.040
31700,101.45,-5.52,-4.14,1.636,1.989,0.056
31800,101.57,-15.26,-2.28,1.634,1.998,0.056
31900,101.58,-12.90,2.46,1.632,2.008,0.040
32000,101.70,0.46,5.89,1.630,2.018,0.050
32100,101.52,11.63,2.55,1.628,2.028,0.060
32200,101.47,14.57,-0.98,1.626,2.038,0.044
32299,101.32,5.20,-5.42,1.624,2.047,0.044
32400,101.19,-9.77,-4.87,1.622,2.057,0.060
32500,101.33,-15.19,-0.15,1.620,2.067,0.050
32600,101.20,-8.25,4.33,1.618,2.077,0.040
32700,101.19,4.18,5.64,1.616,2.087,0.056
32800,101.24,13.38,0.71,1.614,2.096,0.056
32900,101.03,13.05,-2.12,1.613,2.106,0.040
33000,100.97,0.74,-5.32,1.611,2.116,0.050
33100,100.97,-12.33,-2.24,1.609,2.126,0.060
33200,100.78,-14.49,1.06,1.607,2.136,0.044
33300,100.82,-5.32,4.51,1.605,2.146,0.044
33400,100.59,8.02,3.24,1.603,2.155,0.060
33500,100.54,14.23,0.09,1.601,2.165,0.050
33600,100.46,8.01,-3.72,1.600,2.175,0.040
33700,100.37,-3.74,-4.59,1.598,2.185,0.056
33800,100.32,-14.65,-0.98,1.596,2.195,0.056
33900,100.31,-11.50,3.28,1.594,2.205,0.040
34000,100.33,0.91,4.49,1.592,2.214,0.050
34100,100.10,11.40,2.63,1.591,2.224,0.060
34200,99.93,14.11,-2.23,1.589,2.234,0.044
34300,99.85,4.88,-3.93,1.587,2.244,0.044
34400,99.55,-8.99,-3.08,1.585,2.254,0.060
34500,99.50,-15.73,-0.38,1.584,2.264,0.050
34600,99.34,-8.35,3.33,1.582,2.274,0.040
34700,99.24,4.86,4.59,1.581,2.283,0.056
34800,98.93,13.83,2.34,1.579,2.293,0.056
34900,98.61,13.13,-3.15,1.578,2.303,0.040
35000,98.35,-0.79,-4.93,1.576,2.313,0.050
35100,98.07,-12.33,-2.10,1.575,2.323,0.060
35200,97.99,-14.60,1.80,1.573,2.333,0.044
35300,98.00,-5.43,5.02,1.572,2.343,0.044
35400,97.74,8.16,4.27,1.571,2.353,0.060
35500,97.60,15.86,-0.66,1.569,2.363,0.050
35600,97.51,7.94,-3.42,1.568,2.373,0.040
35700,97.47,-4.82,-4.41,1.567,2.382,0.056
35800,97.09,-14.63,-1.51,1.565,2.392,0.056
35900,96.91,-12.02,3.57,1.564,2.402,0.040
36000,96.86,0.94,5.90,1.563,2.412,0.050
36100,96.53,11.19,3.37,1.562,2.422,0.060
36200,96.31,14.55,-1.54,1.561,2.432,0.044
36300,95.94,4.80,-5.72,1.560,2.442,0.044
36400,95.77,-8.35,-3.34,1.559,2.452,0.060
36500,95.40,-14.50,0.16,1.558,2.462,0.050
36600,95.27,-9.13,4.17,1.557,2.472,0.040
36700,95.08,4.35,5.21,1.556,2.482,0.056
36800,94.99,14.93,0.58,1.555,2.492,0.056
36900,94.74,12.54,-2.61,1.554,2.502,0.040
37000,94.64,-0.77,-5.77,1.553,2.512,0.050
37100,94.33,-12.73,-2.70,1.553,2.522,0.060
37200,94.17,-14.87,2.03,1.552,2.532,0.044
37300,93.85,-3.78,3.99,1.551,2.542,0.044
37400,93.65,8.72,3.10,1.551,2.552,0.060
37500,93.52,15.99,0.76,1.550,2.562,0.050
37600,93.43,8.86,-3.88,1.549,2.572,0.040
37700,92.99,-4.33,-3.87,1.549,2.582,0.056
37800,92.53,-14.20,-2.25,1.549,2.592,0.056
37900,92.12,-12.53,2.83,1.548,2.602,0.040
38000,92.01,-0.29,4.66,1.548,2.612,0.050
38100,91.64,11.38,2.59,1.548,2.622,0.060
38200,91.20,15.08,-2.19,1.547,2.632,0.044
38300,90.94,3.87,-5.30,1.547,2.642,0.044
38400,90.51,-9.37,-3.87,1.547,2.652,0.060
38500,90.13,-14.29,-0.08,1.547,2.662,0.050
38600,90.00,-8.49,3.96,1.547,2.672,0.040
38700,89.67,4.66,3.86,1.547,2.682,0.056
38800,89.45,13.85,1.31,1.547,2.692,0.056
38900,89.21,11.87,-3.12,1.547,2.702,0.040
39000,88.82,0.49,-5.09,1.548,2.712,0.050
39100,88.46,-11.94,-2.08,1.548,2.722,0.060
39200,88.15,-13.67,2.12,1.548,2.732,0.044
39300,87.59,-4.97,5.32,1.549,2.742,0.044
39400,87.28,8.38,3.36,1.549,2.752,0.060
39500,86.90,14.27,0.92,1.550,2.762,0.050
39600,86.51,8.84,-3.53,1.550,2.772,0.040
39700,86.34,-4.15,-5.41,1.551,2.781,0.056
39800,86.03,-13.75,-1.61,1.552,2.791,0.056
39900,85.49,-11.60,3.82,1.552,2.801,0.040
40000,84.95,0.48,5.45,1.553,2.811,0.050
40100,84.68,11.21,2.27,1.554,2.821,0.060
40200,84.15,14.02,-1.88,1.555,2.831,0.044
40300,83.64,3.83,-4.79,1.556,2.841,0.044
40400,83.14,-9.37,-3.68,1.557,2.851,0.060
40500,82.58,-15.86,-0.07,1.559,2.861,0.050
40600,82.05,-9.72,4.62,1.560,2.871,0.040
40700,81.58,4.14,5.27,1.562,2.881,0.056
40800,81.35,14.80,2.03,1.563,2.891,0.056
40900,80.81,11.65,-3.59,1.565,2.901,0.040
41000,80.23,-0.64,-4.04,1.566,2.910,0.050
41100,79.77,-11.42,-2.85,1.568,2.920,0.060
41200,79.46,-14.35,2.06,1.570,2.930,0.044
41300,78.88,-4.62,4.03,1.572,2.940,0.044
41400,78.33,7.97,3.40,1.574,2.950,0.060
41500,78.03,14.59,-0.24,1.576,2.960,0.050
41600,77.61,8.80,-3.54,1.578,2.969,0.040
41700,77.05,-4.19,-5.53,1.580,2.979,0.056
41800,76.57,-15.20,-0.92,1.583,2.989,0.056
41900,76.15,-12.05,3.81,1.585,2.998,0.040
42000,75.58,0.61,4.45,1.588,3.008,0.050
42100,75.08,12.43,2.82,1.590,3.018,0.060
42200,74.72,14.47,-1.11,1.593,3.027,0.044
42300,74.37,3.88,-4.21,1.595,3.037,0.044
42400,74.07,-9.04,-4.01,1.598,3.047,0.060
42500,73.49,-15.33,0.27,1.601,3.056,0.050
42600,72.85,-9.33,3.75,1.604,3.066,0.040
42700,72.48,4.45,5.37,1.607,3.075,0.056
42800,72.05,14.08,1.91,1.610,3.085,0.056
42900,71.64,12.65,-3.70,1.613,3.094,0.040
43000,71.38,0.21,-5.56,1.616,3.104,0.050
43100,70.87,-11.14,-2.10,1.620,3.113,0.060
43200,70.57,-15.04,1.40,1.623,3.123,0.044
43300,70.11,-5.48,4.63,1.626,3.132,0.044
43400,69.69,9.39,4.63,1.630,3.142,0.060
43500,69.32,14.38,0.95,1.633,3.151,0.050
43600,68.72,7.92,-4.50,1.637,3.160,0.040
43700,68.33,-4.73,-5.39,1.641,3.170,0.056
43800,67.83,-14.12,-0.93,1.645,3.179,0.056
43900,67.31,-13.07,2.33,1.648,3.188,0.040
44000,66.95,0.39,5.24,1.652,3.197,0.050
44100,66.49,12.53,2.53,1.656,3.206,0.060
44200,65.91,13.56,-0.65,1.660,3.216,0.044
44300,65.54,4.17,-4.04,1.665,3.225,0.044
44400,64.95,-9.58,-3.98,1.669,3.234,0.060
44500,64.28,-15.70,-0.03,1.673,3.243,0.050
44600,63.88,-9.57,4.85,1.678,3.252,0.040
44700,63.28,5.40,4.51,1.682,3.261,0.056
44800,62.86,13.55,0.62,1.687,3.269,0.056
44900,62.50,12.51,-2.73,1.691,3.278,0.040
45000,62.16,0.79,-4.52,1.696,3.287,0.050
45100,61.51,-11.71,-3.34,1.701,3.296,0.060
45200,61.14,-15.05,0.91,1.705,3.305,0.044
45300,60.61,-3.76,5.05,1.710,3.313,0.044
45400,59.99,9.16,3.37,1.715,3.322,0.060
45500,59.66,15.86,-0.61,1.720,3.331,0.050
45600,59.22,8.44,-3.76,1.726,3.339,0.040
45700,58.59,-3.99,-5.22,1.731,3.348,0.056
45800,58.00,-15.06,-1.84,1.736,3.356,0.056
45900,57.45,-12.92,2.52,1.741,3.365,0.040
46000,56.87,0.68,4.12,1.747,3.373,0.050
46100,56.20,12.97,3.73,1.752,3.381,0.060
46200,55.69,13.50,-2.14,1.758,3.390,0.044
46300,55.09,4.32,-4.87,1.764,3.398,0.044
46400,54.74,-9.48,-4.87,1.770,3.406,0.060
46500,54.20,-14.77,0.02,1.775,3.414,0.050
46600,53.73,-9.68,3.72,1.781,3.422,0.040
46700,53.20,5.18,5.41,1.787,3.430,0.056
46800,52.55,13.54,0.93,1.793,3.438,0.056
46900,51.91,11.44,-3.37,1.800,3.446,0.040
47000,51.24,0.75,-4.91,1.806,3.454,0.050
47100,50.88,-12.23,-2.71,1.812,3.462,0.060
47200,50.30,-14.92,1.22,1.819,3.469,0.044
47300,49.95,-4.35,5.15,1.825,3.477,0.044
47400,49.60,9.37,3.89,1.831,3.485,0.060
47500,48.96,15.02,-0.93,1.838,3.492,0.050
47600,48.27,8.93,-3.78,1.845,3.500,0.040
47700,47.85,-5.54,-4.12,1.851,3.507,0.056
47800,47.38,-14.95,-2.48,1.858,3.514,0.056
47900,46.87,-12.68,1.98,1.865,3.522,0.040
48000,46.41,-0.19,4.01,1.872,3.529,0.050
48100,45.82,12.05,2.59,1.879,3.536,0.060
48200,45.44,14.16,-0.70,1.886,3.543,0.044
48300,44.83,3.76,-5.41,1.893,3.550,0.044
48400,44.29,-9.72,-3.67,1.900,3.557,0.060
48500,43.80,-15.03,0.48,1.907,3.564,0.050
48600,43.49,-9.39,4.90,1.915,3.571,0.040
48700,43.01,4.72,4.09,1.922,3.578,0.056
48800,42.38,15.21,1.47,1.929,3.585,0.056
48900,41.75,11.32,-2.41,1.937,3.591,0.040
49000,41.18,0.44,-4.23,1.944,3.598,0.050
49100,40.76,-11.26,-3.71,1.952,3.604,0.060
49200,40.37,-14.35,1.28,1.959,3.611,0.044
49300,40.05,-5.11,5.36,1.967,3.617,0.044
49400,39.73,9.74,4.74,1.975,3.624,0.060
