time_ms,heading_deg,roll_deg,pitch_deg,pos_x_m,pos_y_m,pos_z_m
6000,15.96,-2.72,5.30,0.023,-0.024,0.046
6100,12.79,20.56,1.88,0.025,-0.030,0.051
6200,18.32,11.20,-10.46,0.018,-0.022,0.041
6300,16.07,-8.87,-3.92,0.023,-0.021,0.055
6400,9.52,-16.82,4.10,0.028,-0.023,0.040
6500,8.85,1.91,11.84,0.029,-0.022,0.051
6600,19.93,16.65,-0.38,0.034,-0.018,0.060
6700,16.80,11.54,-4.89,0.029,-0.022,0.036
6800,9.66,-9.33,-5.30,0.033,-0.028,0.057
6900,16.21,-19.00,3.18,0.026,-0.031,0.046
7000,14.82,1.74,6.96,0.023,-0.031,0.046
7100,14.16,21.74,2.47,0.023,-0.028,0.056
7200,19.51,10.57,-7.55,0.025,-0.029,0.045
7300,15.53,-15.29,-4.12,0.018,-0.032,0.063
7400,15.86,-17.91,4.72,0.023,-0.032,0.043
7500,10.11,-1.80,8.19,0.021,-0.032,0.049
7600,18.97,22.12,4.49,0.025,-0.026,0.055
7700,20.11,11.24,-2.56,0.030,-0.029,0.043
7800,14.54,-11.02,-5.21,0.037,-0.029,0.055
7900,20.54,-21.65,-0.36,0.035,-0.026,0.042
8000,16.55,1.23,8.61,0.030,-0.028,0.052
8100,21.74,15.72,0.54,0.036,-0.029,0.058
8200,15.10,14.88,-8.95,0.038,-0.035,0.043
8300,18.22,-12.33,-6.78,0.032,-0.034,0.060
8400,18.41,-19.32,6.10,0.031,-0.036,0.044
8500,17.07,1.58,8.75,0.029,-0.041,0.050
8600,17.72,17.56,3.85,0.035,-0.033,0.060
8700,22.66,7.87,-6.50,0.039,-0.038,0.041
8800,19.01,-13.42,-7.60,0.044,-0.039,0.061
8900,12.10,-22.55,5.05,0.049,-0.041,0.043
9000,20.16,2.28,8.41,0.047,-0.045,0.051
9100,29.71,19.00,5.47,0.050,-0.040,0.057
9200,19.84,15.49,-8.19,0.047,-0.034,0.038
9300,22.70,-12.21,-6.50,0.049,-0.028,0.058
9400,34.35,-19.12,2.13,0.047,-0.024,0.039
9500,23.03,-3.25,7.21,0.049,-0.028,0.050
9600,21.89,20.44,5.11,0.049,-0.030,0.058
9700,16.00,7.97,-7.99,0.053,-0.037,0.038
9800,21.39,-13.10,-8.80,0.057,-0.031,0.059
9900,12.73,-17.12,3.43,0.061,-0.025,0.041
10000,37.16,0.17,10.28,0.064,-0.020,0.055
10100,34.95,18.15,1.08,0.067,-0.013,0.059
10200,28.89,11.45,-6.21,0.063,-0.012,0.043
10300,18.04,-15.48,-5.56,0.067,-0.018,0.063
10400,22.93,-15.18,-0.13,0.075,-0.023,0.044
10500,25.99,3.98,4.32,0.078,-0.028,0.051
10600,32.86,22.70,5.22,0.081,-0.035,0.053
10700,19.85,9.94,-8.98,0.082,-0.034,0.044
10800,29.88,-15.00,-7.96,0.078,-0.029,0.057
10900,24.62,-19.25,0.73,0.080,-0.035,0.043
11000,32.84,-1.24,4.64,0.081,-0.038,0.048
11100,23.55,18.29,3.18,0.078,-0.045,0.055
11200,29.18,9.02,-4.33,0.086,-0.038,0.041
11300,33.04,-12.96,-4.15,0.086,-0.032,0.060
11400,24.15,-16.35,3.54,0.084,-0.026,0.046
11500,41.81,1.10,7.27,0.078,-0.020,0.048
11600,25.96,18.09,0.89,0.072,-0.015,0.060
11700,25.45,11.45,-6.64,0.075,-0.019,0.040
11800,30.35,-14.10,-3.68,0.070,-0.024,0.057
11900,28.18,-18.59,2.61,0.076,-0.023,0.043
12000,25.78,-3.88,10.81,0.084,-0.016,0.048
12100,37.22,18.83,4.22,0.077,-0.017,0.061
12200,38.36,13.63,-4.16,0.078,-0.012,0.039
12300,38.84,-12.08,-7.05,0.074,-0.012,0.060
12400,35.36,-20.08,1.83,0.077,-0.013,0.044
12500,31.56,-0.64,7.36,0.080,-0.007,0.051
12600,23.72,18.49,1.20,0.076,-0.010,0.055
12700,36.37,10.80,-8.08,0.074,-0.011,0.045
12800,39.04,-8.69,-6.80,0.070,-0.019,0.060
12900,27.83,-21.64,-0.59,0.070,-0.024,0.047
13000,32.09,-0.62,5.24,0.067,-0.018,0.050
13100,30.14,16.31,-1.47,0.064,-0.015,0.058
13200,50.87,12.00,-8.59,0.059,-0.012,0.037
13300,37.01,-13.38,-4.17,0.066,-0.013,0.064
13400,43.01,-18.64,0.38,0.061,-0.012,0.041
13500,30.03,0.55,7.70,0.066,-0.006,0.051
13600,38.98,21.95,2.75,0.062,-0.004,0.057
13700,42.25,10.07,-5.49,0.059,0.001,0.039
13800,35.15,-9.70,-5.19,0.052,0.002,0.059
13900,28.09,-18.18,5.50,0.048,-0.002,0.039
14000,33.47,1.81,9.58,0.046,0.001,0.049
14100,33.42,20.17,4.82,0.039,0.005,0.058
14200,37.55,8.58,-7.07,0.036,0.011,0.045
14300,29.34,-10.45,-10.24,0.031,0.012,0.057
14400,36.20,-17.66,6.14,0.026,0.007,0.043
14500,36.14,3.57,9.01,0.018,0.005,0.053
14600,30.88,16.27,3.22,0.023,-0.000,0.060
14700,36.13,9.59,-10.16,0.023,0.007,0.039
14800,46.22,-13.25,-9.01,0.029,0.008,0.058
14900,44.72,-21.29,6.00,0.027,0.011,0.049
15000,33.41,1.26,4.06,0.027,0.018,0.053
15100,33.45,18.84,5.07,0.030,0.011,0.058
15200,43.76,12.08,-8.85,0.028,0.015,0.038
15300,26.75,-15.03,-9.08,0.034,0.014,0.058
15400,31.79,-18.15,4.67,0.030,0.018,0.042
15500,32.05,2.72,6.91,0.024,0.024,0.047
15600,35.73,21.41,4.37,0.028,0.027,0.061
15700,42.17,13.53,-2.74,0.035,0.031,0.042
15800,28.29,-14.78,-4.29,0.027,0.032,0.057
15900,49.47,-18.45,5.93,0.027,0.037,0.048
16000,41.29,0.80,7.04,0.029,0.038,0.048
16100,41.25,17.27,4.06,0.034,0.033,0.052
16200,33.48,9.24,-7.09,0.041,0.032,0.044
16300,44.90,-12.24,-3.64,0.046,0.035,0.055
16400,34.61,-18.54,2.46,0.052,0.032,0.041
16500,21.63,-3.55,5.25,0.057,0.025,0.053
16600,43.32,16.81,0.30,0.052,0.021,0.059
16700,48.65,8.35,-8.86,0.052,0.026,0.038
16800,47.11,-12.87,-8.70,0.052,0.024,0.057
16900,33.82,-17.40,0.05,0.058,0.020,0.045
17000,50.02,3.53,10.34,0.065,0.013,0.049
17100,34.32,18.36,-1.07,0.071,0.010,0.059
17200,36.25,11.77,-5.39,0.066,0.009,0.036
17300,36.24,-9.37,-8.76,0.071,0.011,0.060
17400,38.95,-18.22,1.59,0.064,0.004,0.046
17500,40.66,2.84,6.84,0.061,0.010,0.047
17600,47.48,17.17,3.92,0.063,0.013,0.052
17700,39.42,13.61,-7.79,0.063,0.010,0.044
17800,41.62,-12.86,-4.92,0.056,0.007,0.056
17900,40.48,-21.37,1.00,0.056,0.002,0.044
18000,53.25,3.22,4.77,0.060,0.008,0.051
18100,32.04,18.38,4.87,0.067,0.002,0.053
18200,41.63,14.75,-4.39,0.072,0.006,0.039
18300,48.80,-14.84,-6.78,0.065,0.005,0.055
18400,52.27,-22.91,4.95,0.060,0.010,0.048
18500,43.06,3.97,9.73,0.064,0.018,0.050
18600,40.62,20.90,4.50,0.057,0.024,0.058
18700,48.40,7.86,-8.27,0.053,0.017,0.040
18800,52.42,-14.55,-4.28,0.057,0.020,0.061
18900,52.46,-21.18,4.26,0.051,0.015,0.042
19000,42.61,3.88,6.14,0.051,0.021,0.047
19100,48.38,22.76,1.30,0.054,0.016,0.060
19200,38.08,14.57,-3.49,0.051,0.009,0.041
19300,37.07,-10.05,-4.11,0.050,0.011,0.059
19400,50.34,-18.34,1.07,0.053,0.010,0.041
19500,35.45,3.95,8.24,0.053,0.005,0.052
19600,49.62,22.36,2.27,0.058,0.011,0.059
19700,45.48,8.28,-9.39,0.050,0.006,0.039
19800,45.01,-13.06,-8.67,0.045,0.007,0.064
19900,41.13,-15.35,3.74,0.047,0.011,0.048
20000,30.45,3.25,8.55,0.049,0.015,0.051
20100,34.68,15.42,0.47,0.046,0.017,0.057
20200,52.90,11.44,-4.60,0.039,0.019,0.039
20300,70.27,-8.58,-9.92,0.044,0.020,0.062
20400,54.92,-16.89,6.31,0.044,0.015,0.042
20500,57.75,2.86,10.78,0.047,0.010,0.054
20600,56.74,17.09,2.20,0.042,0.013,0.058
20700,44.91,8.68,-6.06,0.044,0.014,0.044
20800,77.70,-15.64,-9.64,0.037,0.007,0.060
20900,50.00,-20.42,-0.26,0.039,0.005,0.040
21000,38.54,0.89,4.57,0.035,0.003,0.052
21100,55.86,21.73,5.28,0.040,-0.004,0.052
21200,50.04,13.13,-7.23,0.041,-0.005,0.042
21300,47.61,-8.29,-7.13,0.034,-0.011,0.059
21400,59.98,-20.39,2.69,0.030,-0.006,0.040
21500,43.24,-0.98,7.78,0.029,-0.010,0.046
21600,42.48,20.15,1.79,0.029,-0.013,0.059
21700,50.97,11.68,-4.53,0.033,-0.008,0.038
21800,72.01,-12.37,-3.94,0.034,-0.007,0.055
21900,58.54,-18.14,0.82,0.041,0.000,0.045
22000,57.68,1.07,10.35,0.043,-0.008,0.054
22100,38.22,15.38,1.29,0.044,-0.008,0.057
22200,40.91,10.02,-7.65,0.039,-0.005,0.043
22300,65.40,-13.73,-4.68,0.047,-0.010,0.063
22400,60.39,-15.45,-1.24,0.049,-0.008,0.045
22500,70.67,-2.58,9.98,0.055,-0.009,0.045
22600,70.99,21.04,4.85,0.052,-0.008,0.055
22700,53.81,12.20,-6.55,0.053,-0.007,0.037
22800,66.05,-15.28,-5.20,0.047,-0.006,0.056
22900,68.11,-17.63,-1.48,0.044,-0.010,0.043
23000,55.20,2.38,8.17,0.037,-0.002,0.051
23100,53.91,16.91,3.55,0.036,-0.009,0.054
23200,53.41,15.43,-3.78,0.028,-0.004,0.037
23300,68.16,-14.56,-8.27,0.028,-0.006,0.064
23400,50.02,-17.00,1.19,0.029,-0.008,0.045
23500,62.31,-1.88,7.56,0.024,-0.010,0.053
23600,64.02,19.82,3.05,0.020,-0.011,0.055
23700,61.27,10.26,-7.86,0.022,-0.013,0.041
23800,39.83,-11.55,-3.46,0.018,-0.016,0.057
23900,58.43,-15.46,5.84,0.010,-0.015,0.048
24000,75.43,0.98,6.48,0.018,-0.009,0.050
24100,65.00,16.98,4.79,0.012,-0.015,0.053
24200,59.73,13.38,-8.39,0.010,-0.007,0.043
24300,62.08,-8.86,-3.64,0.014,-0.008,0.063
24400,77.86,-21.20,5.19,0.017,-0.013,0.044
24500,66.61,0.15,4.11,0.011,-0.006,0.049
24600,85.74,21.72,6.05,0.013,-0.004,0.060
24700,59.47,8.18,-8.08,0.017,-0.005,0.043
24800,69.37,-13.59,-7.72,0.009,-0.009,0.060
24900,69.48,-22.95,-0.59,0.009,-0.001,0.044
25000,59.29,0.43,9.72,0.005,0.006,0.054
25100,60.23,18.69,2.76,-0.002,0.012,0.056
25200,69.61,15.11,-3.87,0.004,0.008,0.042
25300,63.32,-11.01,-6.14,0.009,0.007,0.057
25400,82.34,-20.71,1.73,0.017,0.008,0.043
25500,49.26,-3.88,4.29,0.019,0.011,0.048
25600,57.75,20.64,4.99,0.026,0.015,0.059
25700,61.67,9.97,-5.80,0.029,0.007,0.044
25800,66.21,-15.27,-2.97,0.035,0.011,0.063
25900,81.23,-21.35,2.62,0.031,0.005,0.042
26000,65.37,2.21,8.02,0.032,-0.002,0.053
26100,58.86,21.29,0.03,0.038,-0.006,0.057
26200,76.79,12.72,-2.62,0.044,-0.001,0.043
26300,74.71,-8.10,-5.38,0.047,-0.003,0.061
26400,73.05,-20.39,4.77,0.052,-0.003,0.043
26500,67.65,-1.88,4.07,0.053,-0.008,0.047
26600,52.49,17.74,3.91,0.060,-0.014,0.054
26700,60.18,10.13,-4.18,0.064,-0.017,0.045
26800,94.68,-8.32,-4.05,0.060,-0.021,0.064
26900,94.88,-21.02,-1.01,0.067,-0.021,0.044
27000,69.43,-2.61,9.90,0.073,-0.026,0.054
27100,66.45,17.90,1.91,0.066,-0.030,0.056
27200,39.24,9.96,-3.68,0.059,-0.030,0.043
27300,84.27,-8.20,-9.57,0.057,-0.034,0.063
27400,67.80,-21.03,-0.96,0.063,-0.039,0.047
27500,75.53,0.14,10.00,0.062,-0.043,0.046
27600,90.37,16.75,1.48,0.063,-0.039,0.053
27700,64.68,8.30,-4.03,0.056,-0.036,0.043
27800,51.69,-13.24,-9.70,0.049,-0.034,0.062
27900,61.70,-18.00,3.59,0.050,-0.027,0.047
28000,60.33,-0.25,7.48,0.048,-0.023,0.053
28100,61.33,21.78,-0.79,0.046,-0.020,0.051
28200,63.48,14.22,-2.83,0.044,-0.012,0.045
28300,74.91,-14.63,-8.87,0.043,-0.016,0.055
28400,95.67,-19.54,3.99,0.044,-0.017,0.045
28500,50.93,-3.22,8.60,0.046,-0.022,0.048
28600,65.74,21.85,-0.75,0.047,-0.029,0.054
28700,53.55,10.47,-5.03,0.039,-0.032,0.044
28800,75.68,-13.94,-3.03,0.034,-0.032,0.056
28900,71.01,-16.42,6.21,0.028,-0.038,0.042
29000,47.12,-0.07,8.98,0.022,-0.043,0.054
29100,98.33,19.25,5.42,0.025,-0.045,0.059
29200,86.46,11.13,-7.35,0.030,-0.049,0.040
29300,56.19,-12.88,-3.99,0.029,-0.046,0.058
29400,69.27,-19.88,-1.29,0.034,-0.044,0.043
29500,83.41,-3.45,10.98,0.031,-0.051,0.048
29600,90.16,20.89,4.62,0.027,-0.054,0.053
29700,100.74,8.35,-5.71,0.030,-0.059,0.038
29800,95.46,-11.89,-7.92,0.028,-0.054,0.058
29900,64.09,-20.25,3.93,0.020,-0.056,0.046
30000,91.97,-3.18,8.32,0.020,-0.054,0.053
30100,91.75,15.26,0.30,0.025,-0.057,0.060
30200,98.13,9.20,-3.15,0.026,-0.051,0.045
30300,56.58,-12.01,-3.17,0.026,-0.052,0.058
30400,59.67,-19.91,1.92,0.020,-0.051,0.042
30500,105.05,-3.56,8.42,0.024,-0.049,0.047
30600,45.17,20.61,1.29,0.026,-0.043,0.058
30700,90.24,13.48,-3.03,0.028,-0.038,0.040
30800,82.32,-12.49,-7.58,0.030,-0.030,0.058
30900,77.94,-17.14,2.31,0.036,-0.037,0.042
31000,74.88,2.58,11.36,0.041,-0.037,0.049
31100,78.63,19.41,0.71,0.033,-0.033,0.059
31200,79.41,8.10,-4.85,0.032,-0.027,0.044
31300,91.02,-11.26,-6.32,0.028,-0.029,0.064
31400,101.48,-20.74,5.89,0.027,-0.025,0.048
31500,115.89,3.24,8.55,0.031,-0.030,0.048
31600,93.52,20.98,5.48,0.030,-0.032,0.052
31700,108.51,12.20,-2.78,0.032,-0.033,0.041
31800,88.74,-8.53,-9.82,0.026,-0.029,0.057
31900,92.52,-21.53,4.00,0.030,-0.029,0.040
32000,65.87,0.92,6.60,0.037,-0.034,0.047
32100,82.93,21.77,4.93,0.039,-0.040,0.051
32200,73.44,8.29,-7.98,0.045,-0.036,0.038
32299,78.28,-9.63,-6.34,0.039,-0.044,0.057
32400,71.33,-22.76,-0.12,0.033,-0.051,0.040
32500,84.28,-0.79,6.66,0.037,-0.049,0.047
32600,83.02,22.26,-0.01,0.029,-0.045,0.056
32700,102.63,12.57,-6.22,0.032,-0.038,0.042
32800,121.00,-14.94,-2.98,0.034,-0.045,0.061
32900,97.23,-16.61,3.20,0.037,-0.047,0.040
33000,62.33,-3.01,6.24,0.043,-0.051,0.046
33100,84.18,18.39,-0.39,0.044,-0.056,0.054
33200,85.67,13.06,-3.92,0.041,-0.049,0.038
33300,110.10,-12.40,-7.39,0.043,-0.047,0.056
33400,75.11,-21.97,-0.40,0.042,-0.046,0.042
33500,102.95,2.06,11.93,0.036,-0.052,0.046
33600,98.21,17.00,1.96,0.034,-0.047,0.057
33700,108.26,8.41,-7.26,0.036,-0.043,0.037
33800,82.91,-10.04,-6.21,0.040,-0.043,0.059
33900,99.70,-17.09,0.03,0.046,-0.051,0.048
34000,111.26,-3.19,8.38,0.045,-0.058,0.051
34100,83.44,21.91,2.89,0.048,-0.061,0.059
34200,75.82,10.39,-4.67,0.046,-0.061,0.043
34300,113.83,-11.05,-3.20,0.048,-0.067,0.063
34400,90.62,-19.40,6.09,0.046,-0.069,0.044
34500,96.30,2.80,8.17,0.042,-0.066,0.050
34600,128.20,17.63,3.73,0.035,-0.069,0.054
34700,78.21,9.16,-3.89,0.035,-0.061,0.043
34800,112.20,-10.44,-4.69,0.032,-0.054,0.063
34900,99.80,-16.84,3.83,0.036,-0.058,0.041
35000,93.27,-0.68,6.12,0.036,-0.062,0.051
35100,105.35,20.58,0.15,0.036,-0.063,0.058
35200,96.64,11.01,-3.25,0.043,-0.060,0.036
35300,71.69,-10.37,-7.31,0.043,-0.062,0.060
35400,89.55,-15.92,5.99,0.040,-0.059,0.040
35500,107.92,-2.74,4.52,0.040,-0.062,0.050
35600,92.66,15.91,-1.52,0.033,-0.063,0.059
35700,103.23,15.19,-4.36,0.033,-0.065,0.041
35800,63.00,-12.05,-3.11,0.033,-0.065,0.055
35900,99.17,-17.45,3.76,0.029,-0.069,0.046
36000,82.76,3.18,10.47,0.022,-0.063,0.052
36100,69.31,21.04,0.05,0.029,-0.059,0.058
36200,116.38,8.98,-6.76,0.036,-0.056,0.043
36300,104.09,-13.59,-10.01,0.032,-0.061,0.062
36400,135.85,-19.13,4.84,0.033,-0.055,0.045
36500,81.44,1.69,8.18,0.038,-0.062,0.051
36600,80.37,15.69,0.41,0.045,-0.068,0.055
36700,74.94,9.08,-9.51,0.038,-0.074,0.039
36800,50.19,-12.80,-5.64,0.034,-0.081,0.062
36900,92.96,-19.85,3.91,0.038,-0.082,0.045
37000,123.78,-1.53,11.40,0.036,-0.088,0.049
37100,83.29,19.21,3.40,0.042,-0.086,0.058
37200,114.47,12.23,-6.74,0.037,-0.083,0.040
37300,81.18,-11.25,-5.28,0.037,-0.078,0.055
37400,120.95,-19.33,-1.23,0.039,-0.080,0.044
37500,98.24,-0.01,7.08,0.040,-0.080,0.046
37600,108.58,17.04,0.41,0.035,-0.086,0.054
37700,87.53,14.36,-4.37,0.040,-0.089,0.039
37800,133.77,-8.52,-7.12,0.044,-0.085,0.064
37900,124.86,-19.19,4.67,0.049,-0.083,0.039
38000,115.32,-0.40,4.55,0.052,-0.085,0.053
38100,97.11,16.16,-0.66,0.056,-0.085,0.054
38200,95.48,14.78,-5.09,0.054,-0.083,0.043
38300,124.89,-9.29,-4.39,0.058,-0.080,0.060
38400,100.53,-17.39,1.05,0.066,-0.084,0.049
38500,96.67,-1.56,4.89,0.069,-0.081,0.049
38600,119.95,19.49,5.86,0.074,-0.076,0.052
38700,87.94,9.51,-3.17,0.072,-0.072,0.043
38800,121.87,-14.22,-9.81,0.079,-0.077,0.055
38900,107.40,-21.02,1.50,0.084,-0.069,0.042
39000,107.23,-3.02,7.38,0.079,-0.066,0.052
39100,102.18,15.32,5.75,0.079,-0.063,0.053
39200,91.99,11.30,-2.79,0.077,-0.070,0.037
39300,115.13,-13.32,-5.64,0.076,-0.064,0.064
39400,117.04,-16.76,4.63,0.079,-0.071,0.046
39500,100.95,-1.17,6.72,0.074,-0.067,0.047
39600,73.67,20.91,2.51,0.069,-0.070,0.060
39700,116.02,8.67,-8.10,0.068,-0.066,0.037
39800,119.17,-14.92,-8.22,0.074,-0.059,0.056
39900,120.92,-19.37,2.67,0.077,-0.055,0.042
40000,113.11,0.13,11.44,0.073,-0.063,0.045
40100,85.50,18.04,-0.87,0.067,-0.062,0.057
40200,125.06,8.81,-7.20,0.070,-0.062,0.039
40300,107.55,-8.29,-3.98,0.072,-0.066,0.063
40400,136.07,-21.48,1.66,0.076,-0.061,0.042
40500,105.71,2.19,6.81,0.082,-0.055,0.050
40600,83.79,15.95,5.42,0.081,-0.050,0.057
40700,88.61,8.86,-4.73,0.075,-0.057,0.037
40800,91.76,-12.82,-8.72,0.076,-0.056,0.062
40900,88.44,-21.35,3.80,0.072,-0.051,0.048
41000,108.82,0.22,7.62,0.075,-0.044,0.047
41100,131.77,17.95,0.39,0.072,-0.037,0.058
41200,115.40,13.13,-9.77,0.072,-0.042,0.042
41300,92.61,-11.23,-9.36,0.078,-0.047,0.057
41400,89.47,-15.99,0.50,0.081,-0.051,0.041
41500,93.27,-2.70,6.20,0.086,-0.047,0.046
41600,117.65,20.51,1.28,0.087,-0.050,0.054
41700,117.15,13.13,-6.03,0.084,-0.048,0.045
41800,89.53,-12.40,-8.52,0.081,-0.045,0.055
41900,116.10,-15.43,2.66,0.074,-0.051,0.049
42000,119.48,-1.11,5.29,0.074,-0.045,0.048
42100,115.36,20.44,5.35,0.075,-0.041,0.060
42200,120.17,9.41,-3.96,0.082,-0.041,0.041
42300,118.18,-12.52,-4.73,0.088,-0.038,0.063
42400,134.16,-21.45,0.85,0.096,-0.037,0.048
42500,108.57,-1.75,4.40,0.096,-0.031,0.054
42600,106.19,15.48,4.57,0.092,-0.024,0.059
42700,85.73,15.62,-8.87,0.088,-0.032,0.042
42800,100.85,-15.47,-8.61,0.086,-0.027,0.057
42900,134.45,-17.78,6.12,0.083,-0.021,0.044
43000,137.05,3.60,9.62,0.088,-0.023,0.051
43100,109.32,15.87,5.08,0.090,-0.017,0.053
43200,94.72,9.09,-3.56,0.097,-0.020,0.038
43300,101.17,-11.71,-4.01,0.092,-0.015,0.064
43400,89.30,-22.52,3.00,0.095,-0.018,0.040
43500,134.43,-2.00,10.50,0.091,-0.024,0.050
43600,132.77,21.93,1.52,0.093,-0.028,0.054
43700,113.48,13.09,-8.89,0.098,-0.033,0.039
43800,155.20,-15.66,-9.54,0.096,-0.037,0.055
43900,105.33,-20.62,5.62,0.101,-0.031,0.044
44000,113.66,3.89,11.47,0.104,-0.036,0.047
44100,65.67,17.32,-0.01,0.111,-0.036,0.059
44200,118.47,12.86,-3.36,0.111,-0.040,0.037
44300,105.17,-15.12,-8.86,0.105,-0.038,0.057
44400,107.64,-17.95,4.66,0.104,-0.045,0.046
44500,106.51,1.92,9.71,0.106,-0.039,0.051
44600,116.97,15.15,5.12,0.102,-0.040,0.053
44700,154.26,9.33,-7.37,0.105,-0.048,0.038
44800,102.81,-10.09,-6.07,0.112,-0.046,0.061
44900,91.74,-17.17,1.86,0.115,-0.050,0.044
45000,74.61,-3.97,6.46,0.116,-0.053,0.048
45100,112.77,18.81,6.39,0.120,-0.051,0.053
45200,132.41,15.67,-2.90,0.122,-0.058,0.041
45300,131.39,-9.91,-9.39,0.126,-0.061,0.057
45400,138.84,-22.84,4.95,0.119,-0.067,0.041
45500,153.07,1.51,4.17,0.125,-0.060,0.052
45600,126.07,21.56,0.26,0.119,-0.062,0.061
45700,117.28,11.46,-2.78,0.111,-0.058,0.043
45800,93.32,-13.73,-8.58,0.114,-0.065,0.061
45900,106.83,-20.95,1.61,0.116,-0.061,0.044
46000,154.32,-1.80,5.12,0.111,-0.054,0.050
46100,106.58,16.54,3.03,0.107,-0.056,0.052
46200,105.71,9.92,-9.59,0.102,-0.061,0.036
46300,135.52,-10.01,-9.71,0.105,-0.062,0.056
46400,119.33,-19.17,-0.87,0.101,-0.064,0.040
46500,140.60,0.21,9.12,0.105,-0.059,0.047
46600,115.15,19.33,1.27,0.110,-0.066,0.052
46700,107.04,13.63,-6.77,0.104,-0.064,0.041
46800,116.41,-13.77,-6.93,0.105,-0.070,0.059
46900,93.05,-22.77,2.29,0.112,-0.062,0.046
47000,126.12,-2.67,5.45,0.105,-0.066,0.049
47100,146.27,19.44,4.85,0.105,-0.072,0.053
47200,114.04,10.93,-3.97,0.098,-0.080,0.037
47300,152.82,-11.28,-3.80,0.102,-0.087,0.055
47400,94.21,-15.64,1.33,0.099,-0.085,0.042
47500,110.81,-1.75,11.52,0.096,-0.089,0.052
47600,133.82,19.38,2.22,0.100,-0.089,0.060
47700,122.77,9.76,-9.37,0.102,-0.083,0.044
47800,105.95,-7.84,-3.51,0.104,-0.090,0.061
47900,134.57,-18.35,0.25,0.099,-0.093,0.047
48000,165.90,-2.90,5.74,0.095,-0.100,0.047
48100,143.15,20.53,6.04,0.102,-0.094,0.059
